ID,x1,y1,z1,x2,y2,z2,x3,y3,z3,isGripperOpen,img_filename
0,-0.0030348300933837,-0.1069473028182983,-0.0005320310592651,-0.0510414838790893,-0.1918678283691406,-0.0053580999374389,-0.1637994050979614,-0.2200280427932739,-0.0110828876495361,False,sample_0.jpg
1,0.0028188228607177,-0.1070220470428466,-8.213520050048828e-05,0.0634940862655639,-0.1834292411804199,0.0043787956237792,0.1755903959274292,-0.2133309841156005,0.0133464336395263,False,sample_1.jpg
3,-0.0037784576416015,-0.1067912578582763,-0.0055170059204101,-0.0480462312698364,-0.1699024438858032,-0.0654900074005127,-0.1162807941436767,-0.1641607284545898,-0.1595708131790161,False,sample_3.jpg
4,0.0043115615844726,-0.1066857576370239,-0.0073128938674926,0.0433138608932495,-0.1616830825805664,-0.0779780149459838,0.1006171703338623,-0.151145339012146,-0.1787023544311523,False,sample_4.jpg
6,-0.004138708114624,-0.1069495677947998,-0.0029449462890625,-0.0544984340667724,-0.1797338724136352,-0.044245958328247,-0.1421412229537964,-0.1945469379425048,-0.1193420886993408,False,sample_6.jpg
8,-0.0026154518127441,-0.1067849397659301,-0.0062173604965209,-0.0382322072982788,-0.1611859798431396,-0.0790966749191284,-0.0862116813659668,-0.1481016874313354,-0.1842960119247436,False,sample_8.jpg
9,0.0013717412948608,-0.106740117073059,-0.0025719404220581,0.0239124298095703,-0.168635606765747,-0.0746850967407226,0.0604510307312011,-0.146780252456665,-0.1829780340194702,False,sample_9.jpg
10,0.0061643123626708,-0.106823444366455,-0.002492070198059,0.0761746168136596,-0.1676273345947265,-0.0331655740737915,0.1832033395767212,-0.1650189161300659,-0.0787527561187744,False,sample_10.jpg
11,0.0008672475814819,-0.1067720651626586,0.0005241632461547,0.0625984668731689,-0.1814304590225219,-0.0119178295135498,0.175412893295288,-0.1612859964370727,-0.0320981740951538,False,sample_11.jpg
12,0.0062185525894165,-0.1067374944686889,-0.0044697523117065,0.0677862167358398,-0.1672935485839843,-0.0500968694686889,0.1613374948501587,-0.1597434282302856,-0.1188809871673584,False,sample_12.jpg
14,0.003588318824768,-0.1068540811538696,0.0009760856628417,0.0674470663070678,-0.1788903474807739,0.0174767971038818,0.1796823740005493,-0.1843940019607544,0.0476934909820556,False,sample_14.jpg
16,-0.0029479265213012,-0.1067378520965576,-0.0014315843582153,-0.06136155128479,-0.1802934408187866,-0.0282055139541625,-0.1661269664764404,-0.1611136198043823,-0.0750720500946044,False,sample_16.jpg
18,-0.0018918514251708,-0.1070146560668945,-0.0042532682418823,-0.0275487899780273,-0.1843371391296386,-0.0581269264221191,-0.0767954587936401,-0.2144486904144287,-0.1591625213623047,False,sample_18.jpg
19,0.0021357536315917,-0.1069607734680175,-0.0056017637252807,0.0209265947341918,-0.1829020977020263,-0.0640760660171508,0.0530207157135009,-0.2047239542007446,-0.1737750768661499,False,sample_19.jpg
20,0.0013450384140014,-0.1069138050079345,-0.0022780895233154,0.0350610017776489,-0.1840947866439819,-0.0517326593399047,0.1017791032791137,-0.1898697614669799,-0.1468929052352905,False,sample_20.jpg
21,-0.0002036094665527,-0.1068595647811889,-0.0057313442230224,0.0006818771362304,-0.1798546314239502,-0.0706187486648559,0.0022377967834472,-0.184857964515686,-0.1868627071380615,False,sample_21.jpg
22,-0.0014365911483764,-0.1068438291549682,-0.0038825273513793,-0.0227444171905517,-0.1838250160217285,-0.0600903034210205,-0.0651483535766601,-0.1856908798217773,-0.1684348583221435,False,sample_22.jpg
24,0.0045734643936157,-0.1068836450576782,-0.0027976036071777,0.0622279644012451,-0.1747775077819824,-0.0428700447082519,0.1566468477249145,-0.1820603609085083,-0.1104876995086669,False,sample_24.jpg
25,0.0029476881027221,-0.1068326234817504,0.000489592552185,0.0569217205047607,-0.1878527402877807,0.0083612203598022,0.1723787784576416,-0.1886547803878784,0.022822618484497,False,sample_25.jpg
26,0.0010217428207397,-0.1068236827850341,1.704692840576172e-05,0.0485289096832275,-0.1915442943572998,-0.0102255344390869,0.1623960733413696,-0.1928273439407348,-0.0341566801071167,False,sample_26.jpg
28,-0.0057312250137329,-0.1070053577423095,-0.006771445274353,-0.0483112335205078,-0.1793317794799804,-0.0567240715026855,-0.1215471029281616,-0.207438588142395,-0.1426695585250854,False,sample_28.jpg
29,-0.003658652305603,-0.1069216728210449,-2.9802322387695312e-05,-0.0603917837142944,-0.1861833333969116,-0.0062237977981567,-0.1742397546768188,-0.2037285566329956,-0.0226836204528808,False,sample_29.jpg
30,-0.003407597541809,-0.1068506240844726,-0.0017235279083251,-0.0555272102355957,-0.1833969354629516,-0.0327659845352172,-0.1563448905944824,-0.1841152906417846,-0.0908641815185546,False,sample_30.jpg
8,-0.0026154518127441,-0.1067849397659301,-0.0062173604965209,-0.0382322072982788,-0.1611859798431396,-0.0790966749191284,-0.0862116813659668,-0.1481016874313354,-0.1842960119247436,False,sample_8_augmented.jpg
22,-0.0014365911483764,-0.1068438291549682,-0.0038825273513793,-0.0227444171905517,-0.1838250160217285,-0.0600903034210205,-0.0651483535766601,-0.1856908798217773,-0.1684348583221435,False,sample_22_augmented.jpg
21,-0.0002036094665527,-0.1068595647811889,-0.0057313442230224,0.0006818771362304,-0.1798546314239502,-0.0706187486648559,0.0022377967834472,-0.184857964515686,-0.1868627071380615,False,sample_21_augmented.jpg
26,0.0010217428207397,-0.1068236827850341,1.704692840576172e-05,0.0485289096832275,-0.1915442943572998,-0.0102255344390869,0.1623960733413696,-0.1928273439407348,-0.0341566801071167,False,sample_26_augmented.jpg
1,0.0028188228607177,-0.1070220470428466,-8.213520050048828e-05,0.0634940862655639,-0.1834292411804199,0.0043787956237792,0.1755903959274292,-0.2133309841156005,0.0133464336395263,False,sample_1_augmented.jpg
28,-0.0057312250137329,-0.1070053577423095,-0.006771445274353,-0.0483112335205078,-0.1793317794799804,-0.0567240715026855,-0.1215471029281616,-0.207438588142395,-0.1426695585250854,False,sample_28_augmented.jpg
9,0.0013717412948608,-0.106740117073059,-0.0025719404220581,0.0239124298095703,-0.168635606765747,-0.0746850967407226,0.0604510307312011,-0.146780252456665,-0.1829780340194702,False,sample_9_augmented.jpg
12,0.0062185525894165,-0.1067374944686889,-0.0044697523117065,0.0677862167358398,-0.1672935485839843,-0.0500968694686889,0.1613374948501587,-0.1597434282302856,-0.1188809871673584,False,sample_12_augmented.jpg
0,-0.0030348300933837,-0.1069473028182983,-0.0005320310592651,-0.0510414838790893,-0.1918678283691406,-0.0053580999374389,-0.1637994050979614,-0.2200280427932739,-0.0110828876495361,False,sample_0_augmented.jpg
29,-0.003658652305603,-0.1069216728210449,-2.9802322387695312e-05,-0.0603917837142944,-0.1861833333969116,-0.0062237977981567,-0.1742397546768188,-0.2037285566329956,-0.0226836204528808,False,sample_29_augmented.jpg
3,-0.0037784576416015,-0.1067912578582763,-0.0055170059204101,-0.0480462312698364,-0.1699024438858032,-0.0654900074005127,-0.1162807941436767,-0.1641607284545898,-0.1595708131790161,False,sample_3_augmented.jpg
10,0.0061643123626708,-0.106823444366455,-0.002492070198059,0.0761746168136596,-0.1676273345947265,-0.0331655740737915,0.1832033395767212,-0.1650189161300659,-0.0787527561187744,False,sample_10_augmented.jpg
24,0.0045734643936157,-0.1068836450576782,-0.0027976036071777,0.0622279644012451,-0.1747775077819824,-0.0428700447082519,0.1566468477249145,-0.1820603609085083,-0.1104876995086669,False,sample_24_augmented.jpg
19,0.0021357536315917,-0.1069607734680175,-0.0056017637252807,0.0209265947341918,-0.1829020977020263,-0.0640760660171508,0.0530207157135009,-0.2047239542007446,-0.1737750768661499,False,sample_19_augmented.jpg
14,0.003588318824768,-0.1068540811538696,0.0009760856628417,0.0674470663070678,-0.1788903474807739,0.0174767971038818,0.1796823740005493,-0.1843940019607544,0.0476934909820556,False,sample_14_augmented.jpg
18,-0.0018918514251708,-0.1070146560668945,-0.0042532682418823,-0.0275487899780273,-0.1843371391296386,-0.0581269264221191,-0.0767954587936401,-0.2144486904144287,-0.1591625213623047,False,sample_18_augmented.jpg
6,-0.004138708114624,-0.1069495677947998,-0.0029449462890625,-0.0544984340667724,-0.1797338724136352,-0.044245958328247,-0.1421412229537964,-0.1945469379425048,-0.1193420886993408,False,sample_6_augmented.jpg
20,0.0013450384140014,-0.1069138050079345,-0.0022780895233154,0.0350610017776489,-0.1840947866439819,-0.0517326593399047,0.1017791032791137,-0.1898697614669799,-0.1468929052352905,False,sample_20_augmented.jpg
16,-0.0029479265213012,-0.1067378520965576,-0.0014315843582153,-0.06136155128479,-0.1802934408187866,-0.0282055139541625,-0.1661269664764404,-0.1611136198043823,-0.0750720500946044,False,sample_16_augmented.jpg
11,0.0008672475814819,-0.1067720651626586,0.0005241632461547,0.0625984668731689,-0.1814304590225219,-0.0119178295135498,0.175412893295288,-0.1612859964370727,-0.0320981740951538,False,sample_11_augmented.jpg
25,0.0029476881027221,-0.1068326234817504,0.000489592552185,0.0569217205047607,-0.1878527402877807,0.0083612203598022,0.1723787784576416,-0.1886547803878784,0.022822618484497,False,sample_25_augmented.jpg
30,-0.003407597541809,-0.1068506240844726,-0.0017235279083251,-0.0555272102355957,-0.1833969354629516,-0.0327659845352172,-0.1563448905944824,-0.1841152906417846,-0.0908641815185546,False,sample_30_augmented.jpg
4,0.0043115615844726,-0.1066857576370239,-0.0073128938674926,0.0433138608932495,-0.1616830825805664,-0.0779780149459838,0.1006171703338623,-0.151145339012146,-0.1787023544311523,False,sample_4_augmented.jpg
